data,timestamp
0.877593994140625,1538794468.131542
0.877593994140625,1538794468.142362
0.0,1538794468.152366
1.75518798828125,1538794468.162331
0.229156494140625,1538794468.172347
0.286468505859375,1538794468.182347
0.229156494140625,1538794468.192362
1.75518798828125,1538794468.20235
0.0,1538794468.212378
0.171875,1538794468.22237
0.877593994140625,1538794468.232349
0.0,1538794468.242364
1.75518798828125,1538794468.252363
1.75518798828125,1538794468.262351
0.229156494140625,1538794468.272323
1.75518798828125,1538794468.282347
0.286468505859375,1538794468.292347
0.171875,1538794468.302331
0.286468505859375,1538794468.312347
0.229156494140625,1538794468.322367
1.75518798828125,1538794468.332322
0.229156494140625,1538794468.34237
1.75518798828125,1538794468.352345
0.877593994140625,1538794468.362356
0.0,1538794468.372354
0.171875,1538794468.382351
1.75518798828125,1538794468.392347
0.171875,1538794468.40237
0.229156494140625,1538794468.412357
0.171875,1538794468.422348
1.75518798828125,1538794468.432347
0.229156494140625,1538794468.442359
0.171875,1538794468.452324
1.75518798828125,1538794468.462342
0.229156494140625,1538794468.472356
0.0,1538794468.482361
0.0,1538794468.492358
0.877593994140625,1538794468.502345
0.286468505859375,1538794468.512323
1.75518798828125,1538794468.52236
0.171875,1538794468.531346
1.75518798828125,1538794468.54237
1.75518798828125,1538794468.552362
0.877593994140625,1538794468.562326
0.286468505859375,1538794468.572315
0.229156494140625,1538794468.582361
1.75518798828125,1538794468.592344
0.171875,1538794468.602322
0.286468505859375,1538794468.612357
0.877593994140625,1538794468.622338
0.229156494140625,1538794468.632339
0.171875,1538794468.642368
0.0,1538794468.652366
0.171875,1538794468.662378
0.877593994140625,1538794468.672338
0.877593994140625,1538794468.682342
1.75518798828125,1538794468.692363
0.229156494140625,1538794468.702314
1.75518798828125,1538794468.712353
0.171875,1538794468.722326
0.877593994140625,1538794468.732344
0.0,1538794468.742325
0.171875,1538794468.752325
0.286468505859375,1538794468.762346
1.75518798828125,1538794468.772321
0.0,1538794468.782329
0.0,1538794468.792361
0.0,1538794468.802356
0.0,1538794468.812364
1.75518798828125,1538794468.822316
1.75518798828125,1538794468.832352
0.229156494140625,1538794468.84236
0.229156494140625,1538794468.852353
1.75518798828125,1538794468.862341
0.171875,1538794468.872362
0.171875,1538794468.882319
0.171875,1538794468.89135
0.286468505859375,1538794468.901372
0.40106201171875,1538794468.912353
0.171875,1538794468.922394
0.171875,1538794468.932409
0.877593994140625,1538794468.942334
-0.057281494140625,1538794468.952341
1.75518798828125,1538794468.962341
1.75518798828125,1538794468.972341
1.75518798828125,1538794468.98236
0.229156494140625,1538794468.992344
0.171875,1538794469.002359
0.286468505859375,1538794469.01231
0.458343505859375,1538794469.022317
0.229156494140625,1538794469.032344
0.286468505859375,1538794469.042341
0.286468505859375,1538794469.052342
0.171875,1538794469.062344
-0.057281494140625,1538794469.072336
0.877593994140625,1538794469.082354
-0.057281494140625,1538794469.092333
0.0,1538794469.102345
0.877593994140625,1538794469.112356
0.229156494140625,1538794469.122356
0.171875,1538794469.132326
0.34375,1538794469.142344
0.286468505859375,1538794469.152336
0.171875,1538794469.16236
0.171875,1538794469.17232
1.75518798828125,1538794469.182338
1.75518798828125,1538794469.192328
0.877593994140625,1538794469.202337
-0.057281494140625,1538794469.212338
0.0,1538794469.222345
-0.057281494140625,1538794469.232313
1.75518798828125,1538794469.24231
1.75518798828125,1538794469.252326
0.171875,1538794469.262341
0.877593994140625,1538794469.272348
0.229156494140625,1538794469.282349
1.75518798828125,1538794469.292312
0.171875,1538794469.302357
0.171875,1538794469.312343
0.877593994140625,1538794469.322352
0.171875,1538794469.332343
0.171875,1538794469.342347
0.877593994140625,1538794469.352333
0.171875,1538794469.362358
0.877593994140625,1538794469.372351
0.171875,1538794469.382362
1.75518798828125,1538794469.392378
0.171875,1538794469.402354
0.171875,1538794469.412317
1.75518798828125,1538794469.422355
1.75518798828125,1538794469.432332
1.75518798828125,1538794469.442305
0.286468505859375,1538794469.452326
0.877593994140625,1538794469.462326
0.877593994140625,1538794469.47233
1.75518798828125,1538794469.482331
0.877593994140625,1538794469.492347
0.171875,1538794469.502317
0.171875,1538794469.512344
0.877593994140625,1538794469.522305
0.229156494140625,1538794469.532316
0.229156494140625,1538794469.541324
0.286468505859375,1538794469.552354
0.34375,1538794469.562315
0.286468505859375,1538794469.572331
1.75518798828125,1538794469.582328
0.171875,1538794469.592336
1.75518798828125,1538794469.60233
1.75518798828125,1538794469.612327
0.877593994140625,1538794469.622301
0.171875,1538794469.632348
0.171875,1538794469.642343
0.877593994140625,1538794469.652296
0.877593994140625,1538794469.662326
0.171875,1538794469.672363
0.286468505859375,1538794469.681365
1.75518798828125,1538794469.692326
0.171875,1538794469.702343
0.171875,1538794469.712312
0.229156494140625,1538794469.7223
0.229156494140625,1538794469.732335
0.171875,1538794469.742302
0.0,1538794469.752313
